#chrom	pos	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Other
3	255999489	492904	17	2	1	11	1	2	11	7001
3	256499488	492720	4	11	0	7	0	0	5	7279
3	256999487	493160	11	1	0	1	1	0	0	7237
3	257499486	493305	15	14	0	4	1	1	2	6490
3	257999485	492627	5	4	1	3	0	0	4	7254
3	258499484	493001	14	11	1	6	1	0	9	6925
3	258999483	492833	15	4	0	4	0	0	5	7176
3	259499482	492612	14	8	0	8	2	0	3	7377
3	259999481	493388	33	5	1	5	4	0	7	6691
3	260499480	493307	16	11	1	6	0	1	1	6625
3	260999479	492948	29	11	0	3	0	3	10	7135
3	261499478	493079	20	7	0	4	1	1	0	6828
3	261999477	493549	12	12	0	4	0	1	7	6606
3	262499476	493708	28	8	4	12	1	2	5	6213
3	262999475	493188	29	21	1	6	2	0	11	6856
3	263499474	493452	24	11	3	8	0	1	10	6569
3	263999473	493072	12	5	0	9	0	0	5	6911
3	264499472	492354	31	11	0	19	0	1	11	7543
3	264999471	492504	31	3	1	3	0	1	5	7729
3	265499470	491892	26	3	3	4	0	1	1	7869
3	265999469	492082	16	3	1	2	0	2	3	7960
3	266499468	492620	7	1	0	1	0	0	0	7433
3	266999467	492486	15	0	0	6	2	2	2	7542
3	267499466	491704	8	4	0	3	0	0	2	8172
3	267999465	491876	10	13	1	8	1	0	5	8125
3	268499464	492135	0	0	0	8	1	0	0	7999
3	268999463	492282	3	0	0	2	0	0	2	7601
3	269499462	493084	16	11	0	1	0	0	9	6930
3	269999461	493485	15	4	0	2	0	1	2	6477
3	270499460	493626	7	2	0	3	1	2	8	6478
3	270999459	492350	14	12	2	10	1	4	9	7549
3	271499458	493179	30	6	3	5	2	0	4	6817
3	271999457	493090	10	2	0	3	0	0	1	7006
3	272499456	491838	17	20	3	5	1	1	14	8099
3	272999455	492819	11	9	0	5	0	0	3	7165
3	273499454	493156	22	10	0	3	0	0	2	6870
3	273999453	492892	45	21	0	17	4	2	20	7116
3	274499452	492925	12	7	1	6	0	0	11	7026
3	274999451	492713	19	20	1	22	4	1	17	7413
3	275499450	493085	23	10	0	3	0	0	14	7106
3	275999449	492193	26	18	6	9	0	1	12	7551
3	276499448	492129	9	8	1	9	2	0	9	7990
3	276999447	492740	12	7	1	9	0	0	7	7145
3	277499446	491996	3	1	0	9	0	0	1	7953
3	277999445	492751	16	7	0	10	1	4	5	7290
3	278499444	492443	15	4	0	9	1	0	6	7601
3	278999443	491878	10	8	0	2	0	3	12	8020
3	279499442	492005	17	7	2	6	1	0	2	8009
3	279999441	492517	23	7	1	8	0	1	9	7486
3	280499440	492852	22	9	0	16	1	2	8	7191
3	280999439	493087	16	10	1	13	1	1	4	6868
3	281499438	492967	34	5	1	6	0	0	1	7011
3	281999437	493248	33	4	0	0	1	1	6	6800
3	282499436	491433	12	12	1	2	0	1	7	8531
3	282999435	492915	34	10	0	11	4	3	8	7102
3	283499434	493095	27	9	0	4	0	3	6	6896
3	283999433	492891	20	6	3	7	0	0	18	7104
3	284499432	492798	46	17	2	20	5	3	14	7440
3	284999431	492817	27	23	3	17	3	2	26	6984
3	285499430	492633	13	0	0	2	1	0	8	7328
3	285999429	492545	18	4	1	3	2	1	4	7492
3	286499428	492178	20	12	0	10	1	0	14	7841
3	286999427	492305	8	0	2	0	0	0	5	7704
3	287499426	492105	23	9	2	13	3	4	15	7929
3	287999425	491993	8	3	0	5	1	0	0	8221
3	288499424	492169	14	1	0	1	0	1	1	7588
3	288999423	492030	24	3	1	17	2	1	17	7967
3	289499422	492574	14	3	0	2	0	0	3	7416
3	289999421	491548	49	14	0	21	2	0	5	8394
3	290499420	491485	27	29	0	26	2	1	18	8566
3	290999419	491936	39	8	1	11	0	1	7	8064
3	291499418	491861	30	11	0	10	2	3	9	8101
3	291999417	492650	31	2	1	5	1	1	5	7389
3	292499416	492622	1	0	1	2	0	0	8	7388
3	292999415	492358	14	1	0	1	0	0	0	7630
3	293499414	491679	7	5	1	7	0	0	2	8261
3	293999413	493609	7	8	0	2	1	0	3	6559
3	294499412	492971	0	0	0	0	0	0	0	6934
3	294999411	492492	19	12	1	5	0	1	8	7481
3	295499410	491818	18	8	1	7	1	0	10	8166
3	295999409	491955	26	7	2	11	1	2	7	8096
3	296499408	491815	10	2	1	2	0	0	4	8140
3	296999407	491884	26	8	1	3	1	1	5	8170
3	297499406	491635	28	3	0	4	0	2	5	8339
3	297999405	492077	16	9	0	5	0	1	0	7975
3	298499404	491466	29	34	1	13	2	2	11	8419
3	298999403	491236	15	12	2	0	1	1	8	8768
3	299499402	493432	14	2	0	1	1	1	4	7071
3	299999401	382765	11	9	1	5	0	1	7	5722
4	300499400	493279	95	72	7	63	8	14	43	6756
4	300999399	493990	13	8	0	10	0	2	1	6046
4	301499398	493677	66	42	2	30	3	6	26	6305
4	301999397	493588	87	41	8	42	5	7	46	6427
4	302499396	494214	20	9	1	7	0	1	12	6057
4	302999395	493493	43	30	4	21	2	1	23	6273
4	303499394	493394	56	56	5	48	2	8	22	6539
4	303999393	493526	33	13	2	20	3	6	16	6452
4	304499392	493937	28	18	1	24	1	4	29	6188
4	304999391	493716	26	7	0	5	1	1	3	6236
4	305499390	493711	18	4	0	4	0	1	4	6245
4	305999389	493219	16	10	0	11	2	3	8	6778
4	306499388	492783	44	23	4	20	1	5	20	7173
4	306999387	493270	12	12	0	15	2	1	14	6857
4	307499386	493402	6	3	2	6	2	2	4	6529
4	307999385	493131	60	19	1	16	1	2	11	6825
4	308499384	493649	8	7	0	6	0	2	3	6416
4	308999383	492901	24	16	1	7	1	2	8	7119
4	309499382	493155	8	7	0	1	0	0	4	6774
4	309999381	493629	16	6	0	7	1	2	9	6358
4	310499380	493458	49	20	1	24	1	0	12	6551
4	310999379	494346	20	41	0	29	3	2	12	5650
4	311499378	494201	24	12	0	11	3	0	12	5920
4	311999377	493430	22	12	0	5	0	2	8	6431
4	312499376	493053	29	1	1	5	2	0	6	6964
4	312999375	493097	20	12	2	7	2	0	14	7042
4	313499374	493366	4	2	0	0	2	0	2	6484
4	313999373	493800	2	2	2	2	0	1	0	6200
4	314499372	493455	5	1	0	1	0	0	0	6537
4	314999371	493173	12	8	1	3	0	0	6	6836
4	315499370	493502	15	14	0	7	3	1	10	6537
4	315999369	492533	20	10	1	20	0	0	10	7427
4	316499368	493174	37	32	3	12	2	4	28	7070
4	316999367	492592	19	12	0	11	2	4	12	7551
4	317499366	492868	42	23	0	33	3	7	31	6789
4	317999365	493181	35	30	5	25	2	3	25	7049
4	318499364	493750	24	26	4	24	0	1	17	6042
4	318999363	493854	29	26	3	18	1	5	16	6092
4	319499362	493181	24	14	2	3	3	3	8	6831
4	319999361	492536	36	10	0	13	0	6	26	7432
4	320499360	493131	36	8	2	13	2	0	12	7070
4	320999359	491800	1	1	1	2	0	0	2	8201
4	321499358	492246	21	8	0	5	4	0	9	7562
4	321999357	491849	6	1	0	1	0	0	0	8273
4	322499356	491992	22	1	0	2	3	1	8	8024
4	322999355	492754	7	3	0	0	0	0	3	7157
4	323499354	494326	29	9	1	4	0	0	7	5616
4	323999353	493776	24	1	0	8	1	1	1	6230
4	324499352	493976	34	25	3	15	2	3	14	6162
4	324999351	493877	21	8	0	11	0	0	9	6075
4	325499350	493489	28	2	1	2	0	0	9	6567
4	325999349	493408	21	6	0	6	0	1	9	6652
4	326499348	493300	17	1	0	2	0	1	2	6570
4	326999347	493593	11	8	0	10	0	0	14	6349
4	327499346	493213	3	2	0	4	0	0	3	6867
4	327999345	493027	18	10	1	8	0	1	0	6885
4	328499344	492430	7	3	0	2	0	0	4	7593
4	328999343	492107	4	1	0	2	0	0	1	7906
4	329499342	492252	13	4	3	7	1	2	5	7836
4	329999341	491794	25	14	4	24	3	2	16	8128
4	330499340	493544	28	14	3	16	0	1	14	6415
4	330999339	492896	35	24	3	28	0	1	24	7081
4	331499338	493039	34	14	0	14	2	1	10	7013
4	331999337	493141	15	4	0	0	0	1	5	6860
4	332499336	492074	12	6	1	6	2	0	6	8037
4	332999335	492827	46	27	2	31	4	5	35	7008
4	333499334	492098	19	2	0	4	0	0	7	7959
4	333999333	491321	6	4	1	4	1	0	0	8757
4	334499332	492057	17	2	0	0	1	1	4	7867
4	334999331	492328	12	4	0	4	0	0	2	7634
4	335499330	491813	48	52	5	46	8	2	30	8182
4	335999329	492938	23	4	0	6	0	1	6	7098
4	336499328	492798	36	9	2	9	0	1	13	7166
4	336999327	493034	32	17	2	12	1	1	5	7038
4	337499326	492992	5	1	0	1	0	0	1	6986
4	337999325	492163	22	13	2	12	1	0	4	7782
4	338499324	492257	10	20	1	22	4	3	16	7758
4	338999323	493636	32	4	0	9	0	0	8	6471
4	339499322	493063	18	2	0	3	1	0	6	6849
4	339999321	492878	4	4	0	7	0	1	7	7158
4	340499320	493209	19	3	1	12	0	1	1	6743
4	340999319	494012	2	1	2	3	0	0	6	5961
4	341499318	493775	2	5	0	3	0	0	3	6273
4	341999317	493085	10	2	0	4	0	0	1	7014
4	342499316	493260	27	29	3	25	3	3	24	6593
4	342999315	493340	4	3	0	2	0	0	0	6672
4	343499314	492682	15	15	2	15	3	3	11	7356
4	343999313	493591	4	0	0	2	0	0	1	6457
4	344499312	493403	1	0	0	2	0	0	0	6499
4	344999311	493496	16	6	1	11	0	0	10	6615
4	345499310	492686	33	17	1	34	5	3	32	7275
4	345999309	492590	47	47	2	27	9	8	41	7355
4	346499308	493003	37	26	1	19	2	4	18	7065
4	346999307	493398	34	20	1	11	2	3	8	6606
4	347499306	493059	43	29	3	34	2	2	16	6846
4	347999305	493309	25	8	1	5	2	1	3	6710
4	348499304	493220	33	33	3	30	3	2	25	6890
4	348999303	492852	55	23	0	27	7	5	32	7064
4	349499302	493160	22	16	0	7	3	0	10	6816
4	349999301	493037	41	21	2	18	1	4	12	7022
4	350499300	493202	2	1	1	0	0	0	6	6797
4	350999299	493272	7	0	0	2	0	3	1	6954
4	351499298	493184	7	6	0	4	0	0	2	6579
4	351999297	493755	8	4	0	0	1	1	1	6305
4	352499296	493130	15	3	1	4	1	0	1	6743
4	352999295	493613	5	3	1	1	2	1	10	6563
4	353499294	492793	24	36	1	27	3	4	24	7052
4	353999293	492638	6	8	2	7	2	1	5	7347
4	354499292	492997	32	28	1	24	1	2	17	7129
4	354999291	492349	50	22	2	28	1	6	23	7651
4	355499290	492818	16	4	1	0	1	2	6	7057
4	355999289	492773	25	11	1	7	0	3	4	7238
4	356499288	493296	20	2	2	7	1	1	7	7079
4	356999287	493019	22	13	1	22	1	1	15	6770
4	357499286	492400	29	18	1	33	1	5	22	7483
4	357999285	492262	26	15	1	26	5	3	15	7695
4	358499284	492503	5	2	0	1	0	1	6	7635
4	358999283	492566	12	1	0	2	0	0	0	7304
4	359499282	492492	16	3	0	6	0	0	8	7480
4	359999281	492440	2	2	0	1	0	0	0	7606
4	360499280	492964	15	7	0	10	0	0	3	7033
4	360999279	492830	56	7	1	6	1	2	13	7285
4	361499278	493988	16	2	0	1	0	4	4	5851
4	361999277	493590	29	23	2	8	3	0	19	6418
4	362499276	493045	21	12	2	22	1	1	13	6947
4	362999275	493151	28	26	1	21	1	3	20	6971
4	363499274	493087	29	10	0	13	1	0	10	7060
4	363999273	492946	17	4	1	4	1	2	4	6855
4	364499272	493562	16	0	0	0	1	0	4	6474
4	364999271	493652	27	22	4	21	4	2	13	6472
4	365499270	493134	40	10	2	31	0	2	28	6650
4	365999269	493254	17	8	2	11	1	0	5	6736
4	366499268	492772	30	23	1	14	3	0	17	7417
4	366999267	491956	29	11	0	19	2	1	6	7861
4	367499266	493603	17	13	2	9	2	2	11	6841
4	367999265	492903	55	44	1	24	2	3	46	6695
4	368499264	493148	11	27	1	19	0	1	13	6935
4	368999263	493009	12	9	0	8	0	2	16	6862
4	369499262	493741	24	5	2	7	1	0	10	6363
4	369999261	493752	38	11	0	13	0	0	7	6227
4	370499260	492753	22	12	1	9	4	3	20	7182
4	370999259	493194	28	11	0	7	0	2	22	6814
4	371499258	493222	25	27	3	17	2	1	14	6761
4	371999257	494152	0	1	1	2	0	0	0	5978
4	372499256	493090	12	3	3	6	0	1	9	6884
4	372999255	492378	30	6	0	7	2	1	8	7657
4	373499254	492897	18	5	2	16	0	2	11	7107
4	373999253	492529	23	9	0	5	0	1	7	7442
4	374499252	493012	20	8	0	12	0	2	11	6862
4	374999251	493243	21	6	0	12	2	3	10	6782
4	375499250	492636	44	18	1	5	0	0	16	7349
4	375999249	493560	25	6	2	8	4	3	14	6480
4	376499248	493208	9	1	1	4	1	0	2	6912
4	376999247	492818	12	3	4	10	1	1	4	7052
4	377499246	492567	7	6	0	2	0	0	3	7548
4	377999245	492095	24	10	0	6	5	2	7	7769
4	378499244	492203	13	1	0	1	0	0	0	7794
4	378999243	491982	11	15	0	14	4	3	8	8007
4	379499242	492813	13	6	1	10	1	1	11	7274
4	379999241	492728	39	45	1	33	1	6	39	7274
4	380499240	492095	19	7	1	4	1	0	6	7863
4	380999239	492559	5	9	0	8	0	1	3	7457
4	381499238	492089	6	8	0	6	1	0	6	7947
4	381999237	491902	7	11	0	10	0	0	5	8069
4	382499236	491920	17	2	1	4	2	0	0	8018
4	382999235	492100	15	0	0	1	0	0	2	7886
4	383499234	491645	14	7	0	9	1	0	6	8418
4	383999233	491502	12	8	4	5	1	3	5	8584
4	384499232	491576	34	10	1	17	1	6	7	8277
4	384999231	491206	28	8	4	7	1	2	13	8797
4	385499230	491603	17	6	1	4	0	0	7	8470
4	385999229	491934	9	4	0	2	1	1	3	8201
4	386499228	491607	1	5	1	0	0	0	3	8183
4	386999227	491496	12	2	0	2	0	0	2	8525
4	387499226	491690	13	4	0	6	0	3	5	8350
4	387999225	491029	17	15	1	3	3	1	4	9035
4	388499224	271757	8	2	1	0	2	0	0	4707
5	388999223	492046	87	48	8	49	2	14	44	8067
5	389499222	492881	13	3	0	4	0	1	3	7018
5	389999221	493413	1	1	0	1	0	1	0	6725
5	390499220	493900	1	0	0	0	0	1	0	5960
5	390999219	493112	21	2	0	1	0	0	0	6951
5	391499218	492974	17	0	1	0	0	1	1	6959
5	391999217	493018	17	4	0	9	0	1	5	6987
5	392499216	493589	3	3	0	2	0	0	1	6754
5	392999215	493556	21	10	0	4	0	2	5	6132
5	393499214	493973	54	9	0	3	1	1	10	6304
5	393999213	492590	33	3	0	5	1	1	10	7265
5	394499212	493138	15	6	0	3	0	5	4	6764
5	394999211	493050	17	6	1	1	0	1	6	6883
5	395499210	492585	23	16	0	17	0	1	20	7454
5	395999209	493046	25	5	0	5	0	0	4	7066
5	396499208	492250	6	2	0	0	1	0	0	7666
5	396999207	491948	37	12	1	3	2	1	16	7987
5	397499206	491658	51	22	4	20	0	5	13	8408
5	397999205	493099	0	1	0	0	0	0	2	6985
5	398499204	493217	14	8	2	14	0	1	3	6643
5	398999203	492056	13	6	1	5	0	0	2	7941
5	399499202	492510	8	4	0	3	0	0	1	7498
5	399999201	492552	23	5	1	5	4	1	10	7493
5	400499200	493277	25	4	0	4	1	0	5	6918
5	400999199	494122	4	1	0	0	0	1	0	5725
5	401499198	492279	12	9	0	5	1	0	4	7665
5	401999197	493365	6	0	0	0	0	0	1	7728
5	402499196	492041	8	8	1	8	0	2	8	6885
5	402999195	492787	5	0	0	0	0	2	1	7378
5	403499194	493108	23	10	0	4	0	0	0	6661
5	403999193	493095	9	3	0	6	0	0	6	6909
5	404499192	492334	7	7	1	1	0	0	1	7731
5	404999191	492695	17	16	2	9	0	2	11	7323
5	405499190	493012	15	14	0	25	0	0	9	6902
5	405999189	492405	2	1	1	0	0	1	1	7690
5	406499188	492796	4	0	0	0	0	0	0	7138
5	406999187	492716	1	0	0	0	0	0	1	7316
5	407499186	493172	27	7	0	4	1	0	4	6781
5	407999185	492740	14	4	2	5	3	3	5	7308
5	408499184	492190	33	14	2	5	3	0	8	7795
5	408999183	492934	8	9	3	11	1	1	8	7093
5	409499182	492898	46	27	0	24	1	8	33	7203
5	409999181	493671	9	2	0	2	0	0	1	6159
5	410499180	493211	24	28	2	24	0	4	17	6806
5	410999179	492798	29	10	2	14	2	2	15	7215
5	411499178	493246	48	15	0	16	3	5	15	6730
5	411999177	493057	38	18	0	12	0	1	13	7017
5	412499176	493471	21	12	0	16	0	3	9	6473
5	412999175	493109	26	8	0	11	2	1	10	6985
5	413499174	492935	61	22	0	22	4	0	14	6938
5	413999173	493588	20	28	1	32	5	4	23	6556
5	414499172	492674	57	45	2	45	3	5	44	7198
5	414999171	492884	43	25	1	22	5	3	22	7313
5	415499170	491865	24	8	2	18	0	1	11	7921
5	415999169	492269	22	18	1	17	6	1	17	7741
5	416499168	492608	55	19	2	16	3	6	14	7552
5	416999167	491721	56	34	6	36	6	6	36	8157
5	417499166	493140	37	19	1	24	1	2	24	6881
5	417999165	492393	15	6	0	5	1	1	6	7537
5	418499164	491770	83	39	5	52	7	5	41	8264
5	418999163	490516	23	8	1	17	0	3	8	9461
5	419499162	491860	22	18	1	19	1	1	13	8128
5	419999161	491961	22	16	1	11	0	2	21	8400
5	420499160	492543	23	7	2	8	0	0	10	7105
5	420999159	493648	9	14	0	7	0	1	2	6412
5	421499158	493126	23	5	0	1	1	0	5	6829
5	421999157	492738	10	1	0	4	0	0	2	7426
5	422499156	492574	8	8	0	3	1	0	15	7248
5	422999155	492216	21	3	0	7	6	0	4	7811
5	423499154	492755	18	4	1	3	0	1	3	7442
5	423999153	491863	16	5	2	4	0	1	4	8054
5	424499152	492427	15	11	0	7	0	2	7	7485
5	424999151	492728	13	19	1	12	1	3	8	7218
5	425499150	493043	31	10	0	10	2	0	3	7001
5	425999149	492648	20	9	0	5	0	0	7	7303
5	426499148	492632	25	5	3	2	0	1	9	7364
5	426999147	492582	15	7	1	9	0	1	6	7491
5	427499146	492677	13	1	0	0	0	0	4	7348
5	427999145	492719	22	3	0	6	0	0	7	7357
5	428499144	493344	10	5	0	3	1	3	9	6544
5	428999143	493259	9	4	0	3	0	0	6	6759
5	429499142	492375	50	20	2	19	0	3	16	7751
5	429999141	492851	14	5	0	2	0	0	3	7153
5	430499140	492829	28	7	0	3	2	0	13	7043
5	430999139	492773	7	3	0	1	1	0	8	7224
5	431499138	492270	16	11	1	1	1	2	5	7830
5	431999137	492525	47	19	3	21	4	1	21	7331
5	432499136	493352	9	1	2	3	0	0	2	6717
5	432999135	493065	30	4	0	2	0	0	9	6833
5	433499134	492852	16	11	0	9	2	3	14	7205
5	433999133	493556	15	11	1	7	2	0	17	7390
5	434499132	493045	22	10	1	13	2	1	13	6057
5	434999131	493412	19	13	0	10	0	0	6	6477
5	435499130	493972	23	7	0	6	0	1	10	6267
5	435999129	493514	32	12	2	25	1	6	3	6247
5	436499128	493402	23	3	0	4	1	0	4	6775
5	436999127	493334	21	0	0	6	0	0	2	6731
5	437499126	493976	18	8	0	6	0	2	9	5800
5	437999125	493494	26	6	1	13	1	1	7	6600
5	438499124	493006	10	9	2	4	0	3	4	7048
5	438999123	492698	16	5	0	12	0	2	7	7138
5	439499122	493102	14	3	6	17	0	4	13	6943
5	439999121	493628	17	5	0	9	2	2	4	6471
5	440499120	492850	17	6	1	8	2	2	11	7005
5	440999119	493810	15	4	0	3	2	0	1	6748
5	441499118	492384	18	3	1	10	0	0	5	7098
5	441999117	492863	15	7	1	8	0	2	6	7151
5	442499116	492269	12	7	0	6	0	0	4	7737
5	442999115	492238	18	5	2	1	0	2	6	7706
5	443499114	492761	5	1	0	4	0	0	4	7284
5	443999113	492500	8	3	1	7	1	2	3	7481
5	444499112	493184	23	4	0	3	2	2	13	6809
5	444999111	493477	5	1	0	2	0	1	4	6599
5	445499110	493572	26	1	0	3	0	1	1	6417
5	445999109	493245	9	6	0	1	0	2	2	6771
5	446499108	492321	0	0	0	0	0	0	0	7651
5	446999107	491963	11	1	0	4	0	2	0	8048
5	447499106	491747	9	1	0	0	2	0	2	8192
5	447999105	492853	10	3	3	8	1	6	6	7342
5	448499104	492317	18	6	1	5	1	1	4	7475
5	448999103	493656	4	2	0	7	0	0	3	6421
5	449499102	493314	18	7	0	2	1	1	10	6677
5	449999101	492572	4	2	0	3	0	3	2	7383
5	450499100	493374	9	3	0	3	0	0	13	6610
5	450999099	493325	22	4	0	7	0	0	13	6722
5	451499098	492999	19	15	3	4	1	1	7	6943
5	451999097	493608	34	10	2	9	1	1	12	6541
5	452499096	492718	47	11	0	12	0	0	4	7261
5	452999095	492902	10	4	2	8	1	2	6	7057
5	453499094	492245	3	1	0	0	0	0	1	7680
5	453999093	491836	17	8	1	10	0	0	10	8191
5	454499092	493053	8	3	2	4	0	3	8	6935
5	454999091	492232	21	2	0	2	1	1	4	7796
5	455499090	492339	3	2	1	2	0	0	2	7919
5	455999089	491877	13	1	1	0	1	0	1	7919
5	456499088	492326	12	2	0	1	1	1	1	7558
5	456999087	491685	4	1	1	4	0	0	6	8375
5	457499086	492737	11	0	0	4	0	2	6	7531
5	457999085	492766	15	2	2	2	0	0	3	6916
5	458499084	493240	20	9	1	20	2	0	18	6856
5	458999083	492233	6	1	0	1	0	2	1	7709
5	459499082	493318	5	4	0	7	0	1	2	6653
5	459999081	493199	15	8	0	2	1	0	4	6783
5	460499080	493161	6	6	2	3	0	0	5	6920
5	460999079	492784	13	2	0	3	1	1	1	7389
5	461499078	492924	12	1	0	2	1	1	0	6881
5	461999077	492891	4	2	0	0	0	0	0	7077
5	462499076	492861	22	8	0	3	0	0	3	7113
5	462999075	492709	35	7	1	15	3	0	13	7342
5	463499074	493449	27	24	5	20	1	0	20	6511
5	463999073	492881	29	11	1	8	1	9	12	7109
5	464499072	492676	51	7	0	11	2	0	20	7363
5	464999071	493362	21	12	0	5	2	1	8	6751
5	465499070	492827	30	3	1	5	3	0	3	7055
5	465999069	493631	13	4	0	5	0	1	4	6493
5	466499068	493209	12	4	1	7	1	0	6	6704
5	466999067	491896	73	14	2	27	8	4	27	8028
5	467499066	493607	15	0	0	2	0	0	2	6448
5	467999065	493245	18	13	1	17	1	0	7	6838
5	468499064	493433	3	3	0	2	0	1	2	6443
5	468999063	493001	36	14	2	10	3	0	15	7044
5	469499062	492632	28	18	1	14	3	1	7	7310
5	469999061	492896	19	12	3	12	2	1	17	7150
5	470499060	493207	15	10	1	2	1	2	4	6912
5	470999059	493314	37	13	0	3	1	1	9	6566
5	471499058	492331	31	4	3	8	1	3	15	7720
5	471999057	490597	13	1	1	4	2	1	5	9348
5	472499056	492644	12	6	0	2	0	1	1	7483
5	472999055	491795	8	2	0	2	0	0	1	8116
5	473499054	491911	23	23	7	15	2	3	15	8045
5	473999053	491223	18	9	0	5	1	1	7	8791
5	474499052	491533	4	3	0	5	1	1	3	8444
5	474999051	490857	26	23	1	5	0	0	15	9115
5	475499050	491478	12	6	2	4	0	1	2	8630
5	475999049	491632	27	6	0	3	7	3	7	8264
5	476499048	490982	13	1	0	1	0	0	4	9014
5	476999047	490627	22	2	1	5	2	4	12	9388
5	477499046	408639	42	13	0	11	1	0	6	6476
6	477999045	488030	140	211	33	227	21	19	174	11976
6	478499044	493273	67	18	5	15	2	4	16	6789
6	478999043	493453	20	10	1	9	0	2	21	6515
6	479499042	493544	13	12	1	11	0	0	16	6495
6	479999041	493007	21	9	1	7	2	1	10	6976
6	480499040	493942	6	1	0	3	0	0	0	6329
6	480999039	494211	14	4	0	8	1	0	4	5562
6	481499038	494192	26	10	0	14	3	4	12	5781
6	481999037	492579	12	9	1	12	0	2	12	7348
6	482499036	493059	16	7	0	5	1	1	7	6942
6	482999035	492368	35	34	3	20	2	2	28	7683
6	483499034	492965	39	7	2	5	4	1	3	7089
6	483999033	492449	18	13	0	1	0	2	11	7449
6	484499032	493025	28	5	0	7	2	1	3	6982
6	484999031	493315	30	13	1	13	1	1	6	6710
6	485499030	493255	12	1	1	1	0	1	1	6716
6	485999029	492852	5	0	0	0	0	0	0	7243
6	486499028	492304	35	18	2	17	2	2	18	7611
6	486999027	492675	37	21	2	15	0	7	16	7306
6	487499026	491090	19	20	1	18	2	1	19	8937
6	487999025	492865	15	3	0	3	0	2	3	7123
6	488499024	493332	13	1	0	3	0	0	1	6753
6	488999023	493821	13	6	0	2	0	0	2	6377
6	489499022	492841	23	2	0	12	0	2	1	6879
6	489999021	492969	12	8	1	2	0	1	2	7032
6	490499020	492978	9	3	0	2	0	0	6	7113
6	490999019	492534	23	21	1	24	1	1	25	7635
6	491499018	493211	41	41	4	40	2	0	49	6599
6	491999017	492940	9	6	2	11	2	2	7	7066
6	492499016	492358	8	4	0	6	0	1	2	7621
6	492999015	492709	10	1	0	0	0	0	3	7255
6	493499014	492458	5	3	1	2	1	0	2	7611
6	493999013	491868	29	3	1	7	1	1	3	8068
6	494499012	491701	56	45	2	31	8	3	40	8259
6	494999011	492918	13	3	0	5	0	1	9	7237
6	495499010	492728	54	9	2	3	1	2	15	7173
6	495999009	492718	17	11	0	5	2	2	3	7251
6	496499008	492687	9	2	0	1	2	0	2	7326
6	496999007	491679	23	15	0	12	3	1	14	8306
6	497499006	491848	24	7	2	10	1	0	10	8133
6	497999005	491957	32	5	1	10	3	0	8	8090
6	498499004	492266	14	3	1	6	2	0	8	7708
6	498999003	492309	6	8	0	3	0	0	4	7774
6	499499002	493258	6	4	0	2	0	0	3	6761
6	499999001	494130	27	7	0	2	0	0	2	7251
6	500499000	490819	36	24	1	9	0	1	9	7761
6	500998999	493189	25	7	0	3	0	1	5	6839
6	501498998	493187	46	50	2	36	0	4	13	6814
6	501998997	493194	57	37	3	39	2	2	21	6721
6	502498996	492812	24	9	1	17	1	2	12	7204
6	502998995	493720	25	14	0	11	1	1	7	6233
6	503498994	493351	1	1	0	0	0	0	2	6669
6	503998993	492956	20	10	0	3	0	0	4	7058
6	504498992	492505	4	0	1	5	0	0	1	7483
6	504998991	492438	50	20	3	21	1	1	19	7563
6	505498990	492581	20	1	1	4	0	2	5	7409
6	505998989	492669	6	0	0	0	0	0	0	7342
6	506498988	493137	13	1	1	3	4	1	2	6960
6	506998987	492819	5	0	0	3	0	0	8	7161
6	507498986	492846	19	15	1	18	2	1	25	7060
6	507998985	492183	15	1	0	6	1	0	2	7811
6	508498984	492017	44	27	7	20	4	4	30	8019
6	508998983	491614	26	3	0	1	1	2	5	8383
6	509498982	492394	0	0	2	2	0	0	2	7653
6	509998981	492199	5	1	2	2	0	0	9	7812
6	510498980	492401	12	2	0	7	0	0	3	7562
6	510998979	491998	15	3	2	9	0	0	5	7958
6	511498978	491876	37	3	2	22	5	1	22	8175
6	511998977	492963	18	23	3	14	1	1	19	7047
6	512498976	492842	7	6	0	5	1	0	4	7089
6	512998975	493047	21	6	2	10	0	1	6	7056
6	513498974	493335	13	7	0	4	0	1	10	6577
6	513998973	492680	55	17	4	20	1	0	18	7324
6	514498972	492369	29	11	0	7	1	1	2	7843
6	514998971	493135	16	3	2	4	0	0	1	6799
6	515498970	492265	35	11	0	5	1	1	18	7655
6	515998969	493465	3	3	0	1	0	0	5	6649
6	516498968	493099	2	4	1	0	1	2	4	6881
6	516998967	492455	6	0	0	3	1	0	13	7435
6	517498966	493339	12	11	2	1	0	2	8	6632
6	517998965	491174	47	38	1	27	6	2	40	8797
6	518498964	490570	76	52	7	49	3	15	39	9505
6	518998963	493203	62	40	3	28	1	3	32	6759
6	519498962	492729	15	0	0	4	0	1	0	7296
6	519998961	492879	12	1	0	4	0	1	3	7115
6	520498960	492540	34	5	1	8	1	0	18	7444
6	520998959	493884	109	151	7	132	6	12	85	6097
6	521498958	493091	22	11	2	13	1	3	7	6894
6	521998957	492986	12	8	1	7	0	0	16	7158
